Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000342108, 0.000119017, 0.000218833, 7.4767e-05, 838, 635, 2727
0.00208814, 0.000115506, 0.000173306, 7.7335e-05, 850, 574, 2943
0.000484308, 0.000190614, 0.000290231, 0.000100957, 891, 690, 2646
0.00031942, 0.000142812, 0.000174507, 5.3922e-05, 862, 628, 2430
0.000184489, 7.0408e-05, 0.000110539, 3.4801e-05, 845, 660, 2349
0.000138079, 5.6798e-05, 7.9429e-05, 2.0302e-05, 885, 579, 1674
0.000276054, 0.000118927, 0.000155621, 3.9082e-05, 868, 701, 1998
0.000207086, 7.3496e-05, 0.000131722, 4.4459e-05, 876, 639, 2889
0.00043287, 0.000179412, 0.00025069, 8.9128e-05, 882, 664, 2619
0.000374015, 0.000157277, 0.00021379, 7.3143e-05, 858, 553, 2376
0.000478731, 0.000182119, 0.000294476, 0.000101866, 854, 666, 3240
0.000570584, 0.000179856, 0.000387969, 0.000147318, 897, 693, 4725
0.000334733, 0.000120697, 0.000211875, 6.8649e-05, 950, 826, 3240
0.000378333, 0.000143759, 0.000232954, 6.7421e-05, 959, 774, 2808
0.00470651, 6.8308e-05, 0.000119188, 5.5539e-05, 906, 753, 4536
0.000388962, 0.000139327, 0.000247841, 9.1767e-05, 877, 692, 4050
0.000326782, 0.000117188, 0.000207991, 6.9233e-05, 817, 678, 3456
0.000384278, 0.000159189, 0.000222401, 7.5986e-05, 800, 580, 2268
0.00208086, 8.4068e-05, 0.000149535, 8.31e-05, 839, 628, 4347
0.000166339, 6.7227e-05, 9.499e-05, 3.2847e-05, 838, 638, 3132
0.000159584, 5.658e-05, 0.000101707, 3.0157e-05, 847, 668, 3105
0.000223571, 8.407e-05, 0.000135563, 4.0104e-05, 844, 667, 2565
0.000150749, 6.3018e-05, 8.3875e-05, 2.458e-05, 847, 611, 2052
0.00021612, 0.000104749, 0.000109854, 3.5126e-05, 838, 635, 2592
0.000467311, 0.000163423, 0.000301799, 8.2531e-05, 835, 682, 2619
0.000194522, 6.5005e-05, 0.000128079, 3.9895e-05, 841, 671, 2970
0.000334238, 0.000125095, 0.000207397, 6.6673e-05, 846, 660, 2835
0.000387413, 0.000112626, 0.000272238, 9.5136e-05, 869, 702, 4050
0.000176751, 6.518e-05, 0.000107996, 2.9856e-05, 896, 720, 2403
0.000429936, 0.000172944, 0.000254442, 8.2456e-05, 856, 683, 2619
0.000325326, 0.000135336, 0.000187855, 6.362e-05, 841, 657, 2808
0.000252457, 0.000102657, 0.000148371, 4.6024e-05, 830, 646, 2889
0.000513617, 0.000200997, 0.00030999, 9.0862e-05, 860, 685, 2862
0.000334145, 0.000105669, 0.00022644, 8.2972e-05, 840, 663, 4023
0.000333353, 0.000116504, 0.000214895, 7.9947e-05, 853, 662, 3213
0.000483954, 0.000186571, 0.000295042, 0.000100824, 833, 658, 3132
0.000345876, 0.000132192, 0.000209292, 6.9223e-05, 844, 656, 2430
0.00026029, 0.000110821, 0.000147488, 4.6491e-05, 820, 613, 2133
0.00012926, 5.2457e-05, 7.5627e-05, 1.9173e-05, 834, 615, 1701
0.000372146, 0.000157807, 0.000212082, 7.204e-05, 838, 628, 2403
0.000410128, 0.000172567, 0.00023457, 6.0114e-05, 818, 607, 2187
0.000270713, 0.000110964, 0.000156528, 4.695e-05, 817, 583, 1782
0.000272143, 0.000111025, 0.000158085, 4.6269e-05, 829, 626, 1809
0.000326153, 0.00012758, 0.000195994, 6.5467e-05, 853, 618, 2295
0.000272377, 0.000119732, 0.000149108, 4.4515e-05, 834, 628, 1620
0.000157756, 7.3728e-05, 8.0784e-05, 2.1474e-05, 816, 552, 1539
0.000200766, 9.8458e-05, 0.00010083, 2.0247e-05, 840, 630, 1107
0.00041794, 0.000191327, 0.000224253, 6.321e-05, 852, 607, 1755
0.000239083, 0.000111354, 0.000123272, 2.832e-05, 829, 632, 1053
0.000177984, 8.8789e-05, 8.532e-05, 2.3341e-05, 808, 564, 1296
0.000246102, 0.000106163, 0.000136101, 3.5738e-05, 837, 621, 1431
0.000235688, 0.000109994, 0.000124357, 4.0602e-05, 849, 623, 1863
0.000117959, 5.3143e-05, 6.2752e-05, 1.4826e-05, 835, 636, 1161
0.000226305, 0.000104972, 0.000118851, 2.7013e-05, 812, 583, 1269
0.000125105, 5.5377e-05, 6.8649e-05, 1.8846e-05, 835, 614, 1377
0.000237573, 0.000107016, 0.000129047, 3.6154e-05, 846, 640, 1890
0.000169719, 6.1766e-05, 0.0001039, 2.8855e-05, 859, 650, 1863
0.000285563, 0.000124515, 0.000159473, 4.9561e-05, 845, 620, 1890
0.000328816, 0.000128738, 0.00019796, 5.2895e-05, 822, 644, 1836
0.000174874, 8.7254e-05, 8.5384e-05, 2.2212e-05, 871, 627, 1188
0.000265161, 0.000120116, 0.000143462, 3.9779e-05, 883, 648, 1728
0.000347128, 0.000164135, 0.000180298, 4.9435e-05, 856, 623, 1485
0.000200683, 9.7335e-05, 0.000101308, 2.5761e-05, 867, 629, 1404
0.000160685, 6.7611e-05, 8.9635e-05, 2.8212e-05, 890, 685, 2349
0.000171948, 6.1535e-05, 0.000109107, 3.0498e-05, 877, 695, 2430
0.000430388, 0.000185532, 0.000242543, 7.1009e-05, 887, 661, 2025
0.000309484, 0.000141162, 0.000166522, 4.681e-05, 896, 675, 2052
0.00137622, 9.9229e-05, 0.000163193, 8.5297e-05, 860, 679, 5535
0.000224209, 8.7524e-05, 0.000134996, 3.8475e-05, 878, 678, 2079
0.00025288, 0.000104769, 0.00014569, 4.1559e-05, 894, 708, 2187
0.000414114, 0.000176583, 0.000235473, 6.8998e-05, 869, 676, 2241
0.000388452, 0.000167895, 0.000218631, 6.6345e-05, 890, 713, 2430
0.000243563, 0.000108285, 0.000131349, 3.567e-05, 920, 693, 2160
0.00178111, 8.2385e-05, 0.000120807, 6.8479e-05, 890, 676, 3429
0.000436464, 0.000172384, 0.000261956, 6.7222e-05, 853, 665, 2025
0.00036058, 0.000111882, 0.000246485, 7.5546e-05, 890, 655, 3402
0.000295203, 0.000106826, 0.000186469, 5.2266e-05, 884, 667, 2484
0.00640197, 6.9743e-05, 8.6222e-05, 7.4275e-05, 850, 634, 3429
0.000192147, 6.9878e-05, 0.00012105, 3.6033e-05, 837, 621, 2187
0.000415955, 0.000180494, 0.000232081, 6.5207e-05, 809, 603, 1593
0.000251007, 0.000105027, 0.000141162, 3.6371e-05, 804, 625, 1809
0.00106714, 9.5337e-05, 0.000117016, 5.7711e-05, 811, 599, 3510
0.000256343, 7.8322e-05, 0.000174219, 5.68e-05, 766, 556, 3402
0.000263765, 9.4787e-05, 0.000166955, 5.0871e-05, 758, 503, 1944
0.00934393, 8.326e-05, 0.000133934, 0.000129676, 753, 533, 4752
0.00019741, 8.0323e-05, 0.000112785, 3.1855e-05, 757, 497, 1593
0.000180613, 7.5139e-05, 0.000101665, 3.0152e-05, 781, 541, 1917
0.000365237, 0.000157528, 0.000205312, 5.6969e-05, 775, 497, 1620
0.002893, 9.8022e-05, 0.000128894, 0.000131639, 783, 536, 4617
0.00021674, 9.5639e-05, 0.000117692, 3.0041e-05, 764, 449, 1593
0.000314521, 0.000134757, 0.000178016, 4.8435e-05, 787, 526, 1647
0.00300461, 0.000137055, 0.000195978, 0.00016391, 828, 498, 5076
0.000220944, 7.9246e-05, 0.000139512, 3.5973e-05, 844, 542, 1728
0.000131401, 5.2052e-05, 7.7057e-05, 2.0304e-05, 861, 493, 1458
0.00034, 0.000102802, 0.000232893, 6.2875e-05, 847, 563, 2025
0.00235105, 0.00010645, 0.000184197, 0.000135801, 888, 570, 4914
0.000243457, 9.6314e-05, 0.000144965, 3.5964e-05, 886, 596, 2079
0.000146101, 5.5935e-05, 8.7448e-05, 2.4954e-05, 868, 546, 2025
0.00162984, 0.000126321, 0.000156349, 9.6584e-05, 847, 589, 4077
0.000419834, 0.000177765, 0.000239594, 7.2564e-05, 853, 591, 2241
0.000276111, 0.000104566, 0.000167036, 4.876e-05, 829, 585, 2025
0.00163912, 8.7759e-05, 0.000113546, 8.3336e-05, 774, 537, 5103
0.000395788, 0.000172566, 0.000219716, 5.9413e-05, 780, 531, 1566
0.000328156, 0.000110492, 0.000212837, 6.4995e-05, 798, 584, 2592
0.00180789, 9.3654e-05, 0.000142641, 8.7516e-05, 774, 558, 4428
0.000366114, 0.0001621, 0.000202034, 5.2867e-05, 778, 558, 1512
0.000234248, 0.00010144, 0.000131453, 3.4923e-05, 784, 535, 1944
0.00119869, 9.2554e-05, 0.000107584, 7.0384e-05, 787, 541, 3942
0.000189241, 7.1791e-05, 0.000115784, 3.5077e-05, 782, 550, 2268
0.000261586, 0.000110847, 0.000147946, 4.1089e-05, 789, 522, 1944
0.000169906, 5.881e-05, 0.000110137, 3.4087e-05, 841, 569, 2808
0.00673455, 7.7778e-05, 0.000113558, 8.689e-05, 860, 594, 4077
0.000259129, 0.00011506, 0.000141296, 3.157e-05, 854, 515, 1107
0.000276959, 0.000108953, 0.000165994, 4.9086e-05, 873, 556, 2106
0.000245798, 9.0524e-05, 0.000151775, 5.0153e-05, 887, 577, 2835
0.00146568, 6.852e-05, 0.000106347, 7.9231e-05, 890, 591, 5373
0.000470805, 0.000176459, 0.00029212, 9.6492e-05, 892, 584, 2943
0.00242165, 0.000193342, 0.000233617, 0.000149762, 912, 590, 4482
0.000345927, 0.00011796, 0.000225681, 6.6951e-05, 933, 649, 2592
0.000432502, 0.000131742, 0.00029784, 0.000102498, 930, 634, 4293
0.000371934, 0.00013045, 0.000239276, 6.9515e-05, 960, 682, 2673
0.00224523, 0.000120853, 0.000206672, 0.000141162, 936, 636, 5238
0.000337306, 0.000125474, 0.000209518, 5.7476e-05, 950, 684, 2376
0.000349617, 0.000144179, 0.000204031, 5.6909e-05, 959, 653, 2592
0.0011817, 6.0307e-05, 9.2469e-05, 6.0524e-05, 931, 645, 5643
0.000601855, 0.000261684, 0.000336969, 0.000126506, 910, 553, 5346
0.0021255, 9.9111e-05, 0.000227001, 0.00014799, 872, 580, 6723
0.000551663, 0.000168075, 0.000381148, 0.000163269, 867, 509, 5211
0.000533997, 0.000188046, 0.000343173, 0.000134457, 917, 604, 3942
0.00304002, 0.000213059, 0.000294247, 0.000234385, 941, 554, 7317
0.000167483, 6.8291e-05, 9.7878e-05, 3.0161e-05, 971, 538, 2025
0.000242216, 0.000112714, 0.000127934, 4.1736e-05, 926, 499, 1782
0.000136871, 6.132e-05, 7.0811e-05, 2.1861e-05, 975, 529, 1836
0.000363976, 0.000166932, 0.000194796, 7.3417e-05, 997, 536, 2241
0.000413579, 0.000173923, 0.000237482, 7.7973e-05, 965, 562, 2322
0.000283901, 8.2631e-05, 0.000199762, 7.6651e-05, 989, 568, 4482
0.0118043, 9.4734e-05, 0.000232465, 0.000189523, 990, 596, 7290
0.000406061, 0.000118693, 0.000282567, 0.000112814, 967, 559, 4914
0.000308113, 0.000145373, 0.000160304, 5.1952e-05, 936, 571, 2133
0.000333546, 0.00015012, 0.000181709, 5.4922e-05, 956, 569, 1674
0.000228697, 9.337e-05, 0.000134014, 4.3785e-05, 973, 578, 2457
0.000384154, 0.000121692, 0.000260589, 9.9871e-05, 968, 598, 5454
0.000621606, 0.000141615, 0.000477622, 0.000196653, 1038, 676, 8451
0.000552879, 0.000223275, 0.000327382, 8.6675e-05, 1043, 669, 2565
0.00277758, 0.000241028, 0.000442032, 0.000246784, 1022, 680, 7614
0.000360584, 0.000112019, 0.000246342, 6.883e-05, 976, 617, 3024
0.000418389, 0.000156358, 0.000260134, 8.3647e-05, 920, 569, 3240
0.000289114, 9.6811e-05, 0.000191065, 7.3203e-05, 918, 590, 4644
0.00232076, 0.000169443, 0.000233638, 0.000183863, 925, 548, 5778
0.00028595, 0.000115099, 0.000168365, 4.9333e-05, 912, 551, 1755
0.000459016, 0.000167402, 0.00028916, 0.00011377, 910, 583, 2997
0.000419187, 0.000173728, 0.000243371, 8.1358e-05, 957, 597, 2484
0.000462856, 0.000191125, 0.000269305, 8.6095e-05, 951, 613, 2268
0.000412642, 0.000183296, 0.000226897, 6.7059e-05, 937, 554, 1836
0.000268009, 0.000118552, 0.000147742, 4.4866e-05, 936, 595, 2025
0.000173343, 5.9736e-05, 0.000112427, 3.6861e-05, 951, 573, 2916
0.000253473, 9.6966e-05, 0.00015516, 5.2525e-05, 948, 580, 3294
0.000450309, 0.000164495, 0.000283403, 0.000113257, 926, 548, 3861
0.000562556, 0.000197171, 0.000363436, 0.000132988, 950, 615, 4023
0.000756096, 0.00016774, 0.000583548, 0.000238476, 987, 647, 8073
0.000610164, 0.000230759, 0.000377561, 0.000113554, 1027, 708, 3294
0.000419704, 0.000140773, 0.000277572, 8.9216e-05, 999, 643, 4671
0.000887259, 9.8759e-05, 0.000151337, 8.0427e-05, 933, 601, 5238
0.000397279, 0.000172204, 0.00022183, 7.3672e-05, 931, 580, 2241
0.000636685, 0.000218805, 0.000415054, 0.00015999, 996, 707, 5373
0.00033895, 0.000137514, 0.000196594, 5.6578e-05, 1005, 622, 2322
0.000352925, 0.000134203, 0.000216784, 7.872e-05, 950, 635, 2862
0.000357157, 0.000147738, 0.00020703, 7.4885e-05, 931, 546, 2403
0.000556188, 0.000201737, 0.000351574, 0.00014093, 901, 589, 3915
0.000440021, 0.000183634, 0.000253925, 8.0072e-05, 938, 541, 2187
0.000229346, 9.157e-05, 0.000136625, 4.7232e-05, 922, 574, 2943
0.000303581, 0.000131303, 0.000169915, 5.6694e-05, 921, 573, 2322
0.00029069, 0.00013513, 0.000150663, 4.7967e-05, 901, 555, 1674
0.000241652, 0.000111652, 0.000126681, 3.6629e-05, 881, 523, 1404
0.000359338, 0.000165374, 0.000191532, 5.9073e-05, 928, 548, 1728
0.000269997, 0.000105563, 0.000162957, 5.4373e-05, 915, 573, 2295
0.000350773, 0.000157918, 0.000190698, 5.7901e-05, 926, 579, 1836
0.000182317, 8.4974e-05, 9.3396e-05, 2.3051e-05, 900, 528, 1134
0.000103104, 5.0112e-05, 5.1396e-05, 1.1599e-05, 932, 542, 1026
