time,posi_x,posi_y,posi_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,yaw,yaw_rate,backup
51.680059909820557,0.850814031566038,4.666364792346624,1.618942045416776,-0.217372435437477,0.881574966365717,-0.064446152381271,0.351672157703968,-0.010668231728706,0.034136329160088,2.082656681185592,-0.528635257196250,0.081688073335277,1.489525310741946,-0.020983727940309,1
51.689995050430298,0.848672713822379,4.675120229021583,1.618303645198349,-0.213776926756582,0.881443001916571,-0.064103124775759,0.372319263664277,-0.015896915214136,0.034931585051473,2.074620013732758,-0.523987905665459,0.078441724840806,1.489315514991921,-0.021260965560532,1
51.700004100799561,0.846552155953492,4.683941122485081,1.617663842104525,-0.209946884590750,0.881257753501625,-0.063749644174646,0.393034710930361,-0.021111697950613,0.035700146034921,2.064720729263733,-0.517865784647071,0.075137232662871,1.489101343888857,-0.021537030638268,1
51.710013389587402,0.844470475364303,4.692762002924106,1.617027463509470,-0.205909018871221,0.881020812463650,-0.063388575489708,0.413657738101169,-0.026190391020832,0.036428248923521,2.055148671992513,-0.496709077231234,0.070337160885021,1.488884270679695,-0.021830592021341,1
51.720031738281250,0.842427940550975,4.701590339685750,1.616394013945706,-0.201660244756166,0.880733739887139,-0.063020032585515,0.434198667115098,-0.031061426815605,0.037109442207730,2.043632232534938,-0.475319817232900,0.065614975412616,1.488664022868226,-0.022120957148269,1
51.729977130889893,0.840444111226919,4.710348179205375,1.615769085874081,-0.197241003204279,0.880401657652714,-0.062647786763416,0.454459250796429,-0.035682704390113,0.037739085141662,2.030328104071240,-0.453970906916777,0.061016621260416,1.488442597850179,-0.022405544567083,1
51.739991903305054,0.838492238307418,4.719161868240152,1.615143689023139,-0.192588920062916,0.880021965296582,-0.062266918818365,0.474714371744141,-0.040120375545775,0.038327242574818,2.015090122072167,-0.432390406876991,0.056475798900110,1.488216829284387,-0.022688479746826,1
51.749984741210938,0.836591854144124,4.727953291507521,1.614523418128420,-0.187745077639300,0.879599840597162,-0.061881193990534,0.494766389956006,-0.044333154568513,0.038869300382712,1.998083242251017,-0.410804086761794,0.052033509982954,1.487988722060185,-0.022967244952095,1
51.759992837905884,0.834737907593787,4.736754542990931,1.613906030958351,-0.182693402806692,0.879135914749430,-0.061489634765472,0.514671753383183,-0.048336441092950,0.039368188504929,1.979289315752641,-0.389167800444671,0.047673617157087,1.487757470379836,-0.023242873581447,1
51.769987344741821,0.832938476338098,4.745536290550236,1.613293606611384,-0.177452402980013,0.878633853485724,-0.061093962190989,0.534337754322992,-0.052136643075546,0.039824692506698,1.952825505307431,-0.379349475881838,0.044330471830493,1.487523888425617,-0.023503597594427,1
51.780017137527466,0.831186032589077,4.754345281899265,1.612682915219199,-0.171996069608088,0.878091692777172,-0.060692362875898,0.553725081028680,-0.056003696228498,0.040261603524941,1.913475049145670,-0.391321692216489,0.042776456260600,1.487286986965313,-0.023739922365810,1
51.789994716644287,0.829497131250153,4.763107215067995,1.612079119087480,-0.166374318387950,0.877513029968539,-0.060288382812866,0.572628831228653,-0.059956666056024,0.040680282245630,1.874215271701405,-0.400241223247516,0.041091003535490,1.487048862891026,-0.023972010064300,1
51.800003051757812,0.827861183402701,4.771885544204652,1.611477848327908,-0.160550753360711,0.876892881107130,-0.059879261776959,0.591186983399635,-0.063994726768788,0.041082483148229,1.834746585246278,-0.406330516401853,0.039270657287443,1.486807820367033,-0.024201561671408,1
51.810009956359863,0.826284840748337,4.780655166319071,1.610880847487063,-0.154545050563916,0.876232242295970,-0.059466317833858,0.609344859095605,-0.068078962832781,0.041465749851272,1.795166266038214,-0.409707951893646,0.037328318744610,1.486564560429561,-0.024427921102161,1
51.820007562637329,0.824770651659433,4.789411085694253,1.610288461396773,-0.148364603828844,0.875531184967505,-0.059049967738798,0.627092277544246,-0.072180799952837,0.041828728144537,1.755482529413005,-0.410518779988528,0.035273285366303,1.486319245489600,-0.024650974604650,1
51.829958438873291,0.823324882820700,4.798124335576653,1.609702631584079,-0.142034846150928,0.874792214735291,-0.058631802758026,0.644372727749281,-0.076261943693466,0.042169283177092,1.715813957876536,-0.408918147038632,0.033120983378052,1.486072724417949,-0.024870016049661,1
51.839988470077515,0.821932903481689,4.806895040811836,1.609116651569376,-0.135485879479016,0.874006713356099,-0.058207237515387,0.661354330035969,-0.080364065024867,0.042471087030890,1.667425983748144,-0.410411295968540,0.025161899162285,1.485822178779931,-0.025085483493488,1
51.849973917007446,0.820613354627882,4.815617689202198,1.608537588735831,-0.128800177894192,0.873183807151462,-0.057782094451101,0.677744866152289,-0.084471100423095,0.042670416434650,1.615847104433575,-0.411767526311630,0.014866484306022,1.485570654263327,-0.025295831863416,1
51.860041618347168,0.819351282236039,4.824404084071557,1.607958034152134,-0.121895987421559,0.872312543756987,-0.057351925850926,0.693754371643323,-0.088611392556852,0.042770387972135,1.564744714760028,-0.410278042482061,0.005094298650199,1.485314934854449,-0.025504809322188,1
51.869987964630127,0.818174776188647,4.833065776123716,1.607390373173565,-0.114927371821012,0.871412029868433,-0.056926916420348,0.709052589302922,-0.092669026454323,0.042775519215485,1.515155664006170,-0.406161113594102,-0.003966136610482,1.485060541486338,-0.025707965110695,1
51.880130052566528,0.817044669198264,4.841908838660976,1.606814567780616,-0.107650742075772,0.870450280878933,-0.056492949865563,0.724182915683831,-0.096760801361424,0.042690700658578,1.465284707998105,-0.399403770896500,-0.012644422921079,1.484798474023715,-0.025912450507380,1
51.890090227127075,0.816008633571494,4.850573603092827,1.606254016656766,-0.100366047541550,0.869466878034427,-0.056068514184397,0.738536565529150,-0.100696017655959,0.042524685452306,1.417112197871232,-0.390431743140520,-0.020601813994445,1.484539401604958,-0.026109947045007,1
51.899979352951050,0.815052484471749,4.859166470054145,1.605701650323521,-0.092994403247532,0.868452212877747,-0.055649132032916,0.752316262431667,-0.104503923509379,0.042284085475349,1.369970584882055,-0.379382080636126,-0.027973488814521,1.484280252488562,-0.026303002574305,1
51.910096406936646,0.814150351441942,4.867947649796229,1.605140777842441,-0.085313084449466,0.867376245046920,-0.055222766666089,0.766064298668184,-0.108112341229457,0.041997444992337,1.347672384807824,-0.333798906443681,-0.028617900586679,1.484013024322628,-0.026521461921212,1
51.920106649398804,0.813335341262413,4.876620488396392,1.604590358317900,-0.077581362857143,0.866278587176131,-0.054804014383107,0.779431438182557,-0.111231134320019,0.041708211962080,1.324051616624828,-0.289890377310857,-0.029201707420093,1.483746603196092,-0.026734306258951,1
51.930063962936401,0.812601346481416,4.885245067436716,1.604046448059426,-0.069751123946373,0.865156785649962,-0.054389962764582,0.792497453761602,-0.113907703411343,0.041414323029408,1.298742101023104,-0.247703104585703,-0.029801194017530,1.483479226015770,-0.026942816648159,1
51.940037727355957,0.811945222441909,4.893869262583617,1.603505965948753,-0.061781825968892,0.864008919491836,-0.053978349451725,0.805318728029074,-0.116174226654354,0.041113997956834,1.271665958951097,-0.206995292455783,-0.030417001828669,1.483209445544395,-0.027148171368810,1
51.950094699859619,0.811364837534103,4.902552462329012,1.602965193950690,-0.053619124591583,0.862830790857006,-0.053566425699527,0.817963122068587,-0.118056052721992,0.040804924181672,1.242666301092969,-0.167506506883293,-0.031051018749723,1.482935397045096,-0.027351745135752,1
51.959983587265015,0.810874775800621,4.911079511907027,1.602437446376152,-0.045469707945166,0.861655714841118,-0.053164419623400,0.830104617528605,-0.119526848953767,0.040494722586662,1.212536995645213,-0.130194693453971,-0.031684881964855,1.482663929821390,-0.027548538617521,1
51.970012664794922,0.810460900580913,4.919710579137937,1.601906564200676,-0.037088494927604,0.860451673108651,-0.052760110355287,0.842097994335856,-0.120646875066451,0.040173528513955,1.179682205266998,-0.092780131430792,-0.032536700225432,1.482386795150182,-0.027748992639197,1
51.980051517486572,0.810131102588002,4.928345506272861,1.601378744753067,-0.028572896603669,0.859236053829485,-0.052358332129355,0.853766061852423,-0.121386156935684,0.039840553546821,1.143848535353968,-0.054761634765250,-0.033769177763895,1.482107089569365,-0.027955161162478,1
51.990007400512695,0.809889195325964,4.936891277132546,1.600859601267641,-0.020019496649718,0.858025810758857,-0.051963499868366,0.864968400605306,-0.121751277431277,0.039498569183509,1.107036691944871,-0.018911111332328,-0.034944459942240,1.481827856140364,-0.028155861734357,1
51.999981403350830,0.809732688324673,4.945446031271493,1.600343103882097,-0.011334938843508,0.856810689203387,-0.051571167467695,0.875824375346610,-0.121768212743282,0.039144232807303,1.068884670479189,0.015215060425896,-0.036075917687122,1.481545946880647,-0.028353432839770,1
52.009972095489502,0.809663330204238,4.954000089902639,1.599829819752961,-0.002532153021051,0.855595445754201,-0.051181908185562,0.886307396043402,-0.121453018411799,0.038778346965286,1.029475574833614,0.047582917350640,-0.037161475531325,1.481261703340960,-0.028547631908793,1
52.020041704177856,0.809682912693569,4.962605786598553,1.599316615582743,0.006440275092547,0.854375920622700,-0.050793492104804,0.896464646067271,-0.120817560667645,0.038399003898563,0.988599496801292,0.078382373562678,-0.038206647393500,1.480973393154863,-0.028739601814138,1
52.030050516128540,0.809792504292941,4.971154698731567,1.598809933640121,0.015465534306045,0.853170580833026,-0.050410931010728,0.906155311312101,-0.119886777538615,0.038011434652781,0.946814888154441,0.107234870529552,-0.039197616894355,1.480684679723897,-0.028926911152014,1
52.039979457855225,0.809990873775917,4.979619686005318,1.598311285582708,0.024508480433262,0.851986156239426,-0.050035483200096,0.915357116526260,-0.118613263596674,0.037613514123350,0.907710034385386,0.156574254129621,-0.041365665794252,1.480396739558772,-0.029055812382728,1
52.049992799758911,0.810282382175252,4.988146416774870,1.597812058963688,0.033720662410629,0.850807070594887,-0.049660903036104,0.924251937985928,-0.116755192767039,0.037185825424160,0.868269448381594,0.213624310083739,-0.044005765621087,1.480105246083272,-0.029155104646468,1
52.060030221939087,0.810667533917028,4.996680078122913,1.597315480728655,0.043040376059734,0.849646860960059,-0.049289929080595,0.932760486778538,-0.114345482558243,0.036731811822844,0.826872080778117,0.265706657847346,-0.046425526176115,1.479812128522856,-0.029252218322273,1
52.069985866546631,0.811142138369974,5.005129193252836,1.596826813619233,0.052362399339033,0.848522969680589,-0.048926750781829,0.940777054218686,-0.111464887253126,0.036258804645292,0.784072200640759,0.312458225350706,-0.048607412808360,1.479520574105303,-0.029346131316426,1
52.079987764358521,0.811713327364375,5.013614350644278,1.596339038691126,0.061814731650575,0.847423972129301,-0.048566397123688,0.948400468661074,-0.108122963567781,0.035762325483502,0.739358870279642,0.354714447002496,-0.050589774039458,1.479226461579314,-0.029438191093935,1
52.089981555938721,0.812378590169455,5.022078192181663,1.595855442150378,0.071329234800248,0.846361747187860,-0.048211544217968,0.955559840208701,-0.104386323208760,0.035247695303397,0.693113769932479,0.392303465872545,-0.052364003236733,1.478931805870933,-0.029527757129242,1
52.099986553192139,0.813139946919364,5.030538462993946,1.595374978053944,0.080920754361046,0.845337855568360,-0.047861638385747,0.962254708125790,-0.100293012720653,0.034715897618257,0.645330971811857,0.425449935184887,-0.053940043567504,1.478636026854957,-0.029615014711117,1
52.109982490539551,0.813997199101668,5.038985280525845,1.594898179500074,0.090572897511556,0.844356879664404,-0.047517265741281,0.968462086295401,-0.095891790519157,0.034169533684281,0.596154369587643,0.454253686466247,-0.055321956677478,1.478339507366662,-0.029699856315370,1
52.120013475418091,0.814954460614888,5.047449460429587,1.594423289239206,0.100315745373207,0.843418362659820,-0.047177347854689,0.974188516398530,-0.091208334894068,0.033608489531903,0.545487012296936,0.478942317252658,-0.056519973162895,1.478041200031051,-0.029782577467622,1
52.129988670349121,0.816003764647356,5.055858867940156,1.593954315196075,0.110060454152707,0.842532665092802,-0.046844902477973,0.979373688427194,-0.086324829385019,0.033039463726378,0.493852345088023,0.499457230863160,-0.057530388190313,1.477743691211681,-0.029862476246331,1
52.140018224716187,0.817156532524648,5.064301827926162,1.593486300096877,0.119903570209577,0.841692572942127,-0.046516555813289,0.984060006961122,-0.081230356155046,0.032458312404748,0.440795405070308,0.516153623480291,-0.058369782092859,1.477443898105846,-0.029940388567591,1
52.149988889694214,0.818401469260118,5.072692917543145,1.593023948643318,0.129739624168229,0.840908283084158,-0.046195731573762,0.988188773935264,-0.076015115730089,0.031872674250436,0.386938325559328,0.528998522454726,-0.059035468121118,1.477144895925342,-0.030015522130210,1
52.160022735595703,0.819752864155235,5.081125522769605,1.592562087898498,0.139672095507763,0.840172460105594,-0.045878951758969,0.991794745724744,-0.070658489890460,0.031277737272370,0.331765279854603,0.538265725526871,-0.059540433766164,1.476843398629238,-0.030088706177241,1
52.169965982437134,0.821191166696944,5.089478562278864,1.592107308191842,0.149552089700454,0.839496415205780,-0.045570811325778,0.994818687927085,-0.065273658211938,0.030683706974778,0.276155415307408,0.543968702038119,-0.059883723014997,1.476543782107208,-0.030158894957802,1
52.179959535598755,0.822735481894482,5.097865145485522,1.591653405310347,0.159506950263119,0.838871301718372,-0.045267159055387,0.997295807564489,-0.059822768455084,0.030084153647255,0.219443094965458,0.546335351812950,-0.060076471615567,1.476242037863457,-0.030227047817971,1
52.189979553222656,0.824383722117304,5.106267139596109,1.591201359902086,0.169509212055391,0.838299340258867,-0.044968753625731,0.999206421131938,-0.054350621143294,0.029481879487368,0.161822444319396,0.545453289026729,-0.060122135290444,1.475938851601433,-0.030292987442624,1
52.200010299682617,0.826134190417254,5.114672665859956,1.590751794752434,0.179538447464040,0.837781584075060,-0.044676072608100,1.000537316435276,-0.048897290531767,0.028879221031200,0.103451090307149,0.541435102939098,-0.060025365853636,1.475634690954025,-0.030356603586051,1
